HH_ID,stratum_ID,st,wave,year,hh_members,weather_TV,weather_rad,weather_NP,weather_web,weather_oth,evac,warning,beach_flag,fresh_fish,salt_fish,hh_phn_1,hh_desc,hh_years,boat_trips_HH,shore_trips_HH,final_wt,nrv_edit,imp_HH_members
4377137958,2023_2_1_1_1,1,2,2023,3,1,0,0,0,0,0,2,1,1,1,3,2,3,0.9978327239,20.043345523,157.93632364,,
4377137962,2023_2_1_1_1,1,2,2023,5,0,0,0,1,0,0,1,1,0,1,1,1,3,0,0,200.82890666,,
4377137976,2023_2_1_1_1,1,2,2023,2,1,0,0,1,1,0,1,1,1,1,1,1,2,0,0,141.89055908,,
4377137977,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,1,2,1,1,1,1,1,3,0,0,55.932926257,,
4377137978,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,1,1,1,1,1,1,2,2,3.9913308954,2.0043345523,165.87766504,,
4377137982,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,1,1,1,1,1,1,3,0,0,171.78759924,,
4377137983,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,0,0,1,2,2,0,0,55.932926257,,
4377137984,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,2,1,0,1,4,2,3,0,0,133.42926649,,
4377137986,2023_2_1_1_1,1,2,2023,4,0,0,0,1,0,0,2,1,0,1,1,1,3,0,0,171.78759924,,
4377137989,2023_2_1_1_1,1,2,2023,2,1,0,0,1,1,0,2,1,0,1,1,2,2,3.9913308954,40.086691046,65.388587277,,
4377137990,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,3,1,0,1,1,1,2,0,2.0043345523,165.87766504,,
4377137991,2023_2_1_1_1,1,2,2023,4,0,0,0,1,0,0,2,1,1,1,1,1,3,0,0,200.82890666,,
4377137999,2023_2_1_1_1,1,2,2023,6,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,171.78759924,,
4377138006,2023_2_1_1_1,1,2,2023,5,1,1,0,1,0,1,1,1,1,1,1,1,2,0,4.0086691046,200.82890666,,
4377138007,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,3,2,3,0,0,133.42926649,,
4377138011,2023_2_1_1_1,1,2,2023,2,1,0,0,0,0,0,1,1,0,0,1,1,3,0,0,165.87766504,,
4377138020,2023_2_1_1_1,1,2,2023,5,1,1,0,1,0,0,2,1,1,1,1,1,3,0,0,200.82890666,,
4377138026,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,1,1,1,1,1,2,3,0,0,143.66468084,,
4377138028,2023_2_1_1_1,1,2,2023,4,1,1,0,1,0,0,1,0,0,0,4,2,3,0,0,188.85297147,,
4377138031,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,1,1,2,1,3,5.9869963431,4.0086691046,133.42926649,,
4377138032,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,1,1,3,0,0,141.89055908,,
4377138035,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,0,1,1,1,2,1.9956654477,0,165.87766504,,
4377138036,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,1,1,1,1,2,0,0,165.87766504,,
4377138037,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,1,1,2,0,0,141.89055908,,
4377138040,2023_2_1_1_1,1,2,2023,1,1,0,0,0,0,0,1,1,1,1,1,2,3,0,0,202.03203799,,
4377138043,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,1,1,0,0,3,2,3,0,0,157.93632364,,
4377138044,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,2,1,1,1,1,2,3,2.9934981716,10.021672761,167.95170842,,
4377138047,2023_2_1_1_1,1,2,2023,4,1,1,0,1,0,0,1,1,1,1,1,1,3,0,0,200.82890666,,
4377138050,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,1,1,2,2,3,0,0,133.42926649,,
4377138051,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,1,1,1,2,1,0,5.0108363807,65.388587277,,
4377138055,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,2,1,0,0,1,1,3,0,0,65.388587277,,
4377138062,2023_2_1_1_1,1,2,2023,5,0,0,0,1,0,0,2,1,1,1,1,1,3,0,1.0021672761,171.78759924,,
4377138066,2023_2_1_1_1,1,2,2023,2,1,1,0,1,1,0,1,1,1,1,1,1,3,0.9978327239,2.0043345523,55.932926257,,
4377138068,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,1,2,1,1,1,1,1,3,1.9956654477,7.015170933,200.82890666,,
4377138076,2023_2_1_1_1,1,2,2023,2,1,1,0,0,1,0,1,1,1,1,1,1,2,0,1.0021672761,165.87766504,,
4377138077,2023_2_1_1_1,1,2,2023,1,1,1,0,1,0,0,1,1,1,1,1,2,3,0,2.0043345523,93.104077077,,
4377138091,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,1,1,1,1,1,2,3,24.945818096,3.0065018284,171.78759924,,
4377138092,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,1,1,1,0,1,1,3,0,0,171.78759924,,
4377138093,2023_2_1_1_1,1,2,2023,2,0,0,0,1,0,0,1,1,1,1,2,1,3,0,14.030341866,395.70493902,,
4377138094,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,2,1,0,0,1,2,3,0,0,200.82890666,,
4377138096,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,1,0,1,1,2,2,0,16.034676418,65.388587277,,
4377138098,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,0,1,1,1,2,3,0,3.0065018284,65.388587277,,
4377138103,2023_2_1_1_1,1,2,2023,4,1,0,0,1,0,0,1,1,1,1,1,1,3,20.954487201,10.021672761,171.78759924,,
4377138106,2023_2_1_1_1,1,2,2023,2,1,0,0,0,0,0,1,1,0,1,4,1,3,0,0,155.98596071,,
4377138107,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,0,1,2,3,0,0,65.388587277,,
4377138112,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,1,1,0,0,1,1,3,0,0,171.78759924,,
4377138113,2023_2_1_1_1,1,2,2023,1,0,1,0,0,0,0,2,1,0,0,1,3,1,0,0,433.87091793,,
4377138115,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,165.87766504,,
4377138116,2023_2_1_1_1,1,2,2023,4,1,1,0,1,0,1,1,1,1,1,1,1,3,0,0,67.718269508,,
4377138117,2023_2_1_1_1,1,2,2023,5,1,1,1,1,0,0,1,1,1,1,1,3,3,0,30.065018284,368.91992039,,
4377138118,2023_2_1_1_1,1,2,2023,6,1,1,0,1,0,0,1,1,1,1,2,1,3,0,0,188.85297147,,
4377138119,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,1,0,0,1,1,2,3,0,0,165.87766504,,
4377138120,2023_2_1_1_1,1,2,2023,2,0,0,0,1,0,0,2,1,1,1,1,1,3,2.9934981716,10.021672761,198.34886124,,
4377138121,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,2,0,0,0,4,2,3,0,0,289.78911749,,
4377138122,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,3,1,3,0,0,133.42926649,,
4377138127,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,1,2,1,1,1,1,1,3,0,3.0065018284,141.89055908,,
4377138131,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,1,1,1,1,1,2,2,0,0,56.632280901,,
4377138137,2023_2_1_1_1,1,2,2023,5,0,0,0,1,0,0,2,0,1,0,1,1,2,0,0,167.95170842,,
4377138140,2023_2_1_1_1,1,2,2023,3,1,0,0,0,0,0,1,0,0,1,1,2,3,4.9891636193,0,66.206170322,,
4377138141,2023_2_1_1_1,1,2,2023,10,1,0,0,0,0,0,3,1,0,0,1,1,3,0,0,167.95170842,,
4377138142,2023_2_1_1_1,1,2,2023,1,1,0,0,0,0,0,2,1,1,1,1,3,3,1.9956654477,2.0043345523,146.29859935,,
4377138144,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,2,1,1,1,1,1,3,0,21.045512799,167.95170842,,
4377138146,2023_2_1_1_1,1,2,2023,1,1,1,0,1,0,0,1,0,1,1,3,1,3,0,30.065018284,563.42772763,,
4377138149,2023_2_1_1_1,1,2,2023,2,0,0,0,1,0,0,1,0,0,1,1,2,3,1.9956654477,0,65.388587277,,
4377138154,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,2,1,1,1,1,2,3,0.9978327239,5.0108363807,165.87766504,,
4377138157,2023_2_1_1_1,1,2,2023,2,1,1,0,0,0,0,1,1,1,1,3,-3,3,0,3.0065018284,336.85374143,,
4377138160,2023_2_1_1_1,1,2,2023,1,1,0,0,1,1,-3,2,1,1,1,1,1,3,5.9869963431,0,93.104077077,,
4377138161,2023_2_1_1_1,1,2,2023,5,1,1,0,1,1,0,1,1,1,1,1,1,2,0,0,167.95170842,,
4377138163,2023_2_1_1_1,1,2,2023,3,1,0,0,0,0,0,1,0,0,0,1,1,3,0,0,66.206170322,,
4377138168,2023_2_1_1_1,1,2,2023,4,1,1,0,1,0,0,1,1,1,1,3,2,3,11.973992686,0,409.80322136,,
4377138169,2023_2_1_1_1,1,2,2023,5,0,0,0,1,0,0,1,1,0,0,1,1,3,0,0,167.95170842,,
4377138174,2023_2_1_1_1,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,1,1,3,9.9783272385,0,141.89055908,,
4377138175,2023_2_1_1_1,1,2,2023,6,1,1,0,1,0,0,1,1,0,0,1,1,2,0,0,79.166284911,,
4377138176,2023_2_1_1_1,1,2,2023,3,1,0,0,1,0,0,2,1,1,1,2,2,3,0,6.0130036569,400.65261663,,
4377138180,2023_2_1_1_1,1,2,2023,2,1,0,0,1,0,0,2,0,1,1,1,2,2,2.9934981716,0,55.932926257,,
4377138186,2023_2_1_1_1,1,2,2023,3,1,1,0,1,0,0,1,0,0,1,1,2,3,11.973992686,0,143.66468084,,
4377138187,2023_2_1_1_1,1,2,2023,1,1,1,0,1,1,0,2,1,0,1,1,1,3,2.9934981716,5.0108363807,236.18627583,,
4377138189,2023_2_1_1_1,1,2,2023,4,1,0,0,1,0,0,1,1,1,1,1,1,2,8.9804945147,9.0195054853,171.78759924,,
4377138198,2023_2_1_1_0,1,2,2023,1,1,0,0,1,0,0,1,0,0,0,1,3,3,0,0,577.08502677,,
4377138201,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,3,0,1,0,1,2,3,0,0,220.63132792,,
4377138206,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,1,1,0,0,-5,2,3,0,0,394.5810618,,
4377138209,2023_2_1_1_0,1,2,2023,4,1,0,0,1,0,0,1,1,1,0,1,1,3,0,0,267.11943618,,
4377138215,2023_2_1_1_0,1,2,2023,2,0,0,0,1,0,0,2,1,1,0,1,3,1,0,0,1229.4215408,,
4377138216,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,1,0,0,1,2,3,0,0,559.69720455,,
4377138220,2023_2_1_1_0,1,2,2023,1,0,0,0,1,0,0,2,1,0,0,1,2,2,0,0,796.92946189,,
4377138226,2023_2_1_1_0,1,2,2023,1,1,1,0,1,1,0,1,0,0,0,1,1,3,0,0,314.14772846,,
4377138227,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,1,0,0,1,1,2,0,0,559.69720455,,
4377138232,2023_2_1_1_0,1,2,2023,1,0,0,0,1,0,0,2,0,1,0,1,3,3,0,0,1072.1026422,,1
4377138235,2023_2_1_1_0,1,2,2023,7,0,0,0,1,0,0,1,1,0,1,3,2,3,0,0,637.2194845,,
4377138240,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,1,0,0,1,2,3,0,0,559.69720455,,
4377138244,2023_2_1_1_0,1,2,2023,2,1,1,0,1,0,1,2,1,1,0,1,1,3,0,0,559.69720455,,
4377138245,2023_2_1_1_0,1,2,2023,2,1,1,0,1,0,0,1,1,1,1,1,2,3,6.984829067,10.021672761,182.28830629,,
4377138248,2023_2_1_1_0,1,2,2023,3,1,1,0,1,0,0,1,1,0,0,1,1,3,0,0,223.38998108,,
4377138250,2023_2_1_1_0,1,2,2023,5,1,0,0,0,1,0,2,1,1,0,1,1,3,0,0,559.86469157,,
4377138259,2023_2_1_1_0,1,2,2023,4,1,0,0,1,0,0,1,1,1,0,1,1,3,0,0,559.86469157,,
4377138262,2023_2_1_1_0,1,2,2023,6,1,0,0,0,0,0,1,1,1,0,1,1,3,0,0,223.38998108,,
4377138266,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,559.69720455,,
4377138267,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,1,0,0,0,1,3,3,0,0,1463.9483854,,
4377138271,2023_2_1_1_0,1,2,2023,2,0,0,0,0,1,0,1,1,0,0,1,1,3,0,0,462.42868778,,
4377138274,2023_2_1_1_0,1,2,2023,4,1,1,0,0,0,0,2,1,0,0,1,1,3,0,0,677.62816425,,
4377148283,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,1,1,0,1,2,3,0,0,220.63132792,,
4377148288,2023_2_1_1_0,1,2,2023,2,1,1,0,1,0,0,2,0,0,0,1,1,3,0,0,220.63132792,,
4377148290,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,2,1,0,0,1,1,3,0,0,220.63132792,,
4377148294,2023_2_1_1_0,1,2,2023,4,1,0,0,1,0,0,2,0,0,0,1,2,2,0,0,223.38998108,,
4377148300,2023_2_1_1_0,1,2,2023,3,1,1,1,0,0,0,4,0,0,1,1,4,3,0,0,658.7322915,,
4377148304,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,0,1,1,1,1,3,0,0,559.69720455,,
4377148310,2023_2_1_1_0,1,2,2023,2,1,1,0,0,0,0,2,0,0,0,1,1,3,0,0,220.63132792,,
4377148312,2023_2_1_1_0,1,2,2023,4,1,0,0,1,0,0,2,1,1,0,1,1,1,0,0,677.62816425,,
4377148315,2023_2_1_1_0,1,2,2023,1,1,0,0,1,0,0,1,0,0,0,1,2,3,0,0,314.14772846,,
4377148326,2023_2_1_1_0,1,2,2023,5,0,0,0,1,1,0,2,1,0,1,1,1,2,0,0,677.62816425,,
4377148338,2023_2_1_1_0,1,2,2023,2,0,0,0,1,0,0,1,1,0,0,1,3,2,0,0,1028.1560139,,
4377148339,2023_2_1_1_0,1,2,2023,2,0,0,0,1,0,0,2,1,0,0,1,1,2,0,0,220.63132792,,
4377148342,2023_2_1_1_0,1,2,2023,4,1,0,0,1,1,1,1,1,1,1,1,1,2,0,0,677.62816425,,
4377148343,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,0,1,0,1,2,3,0,0,220.63132792,,
4377148344,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,0,0,0,3,2,3,0,0,526.32104593,,
4377148346,2023_2_1_1_0,1,2,2023,3,1,0,0,1,0,0,1,1,0,1,1,1,2,1.9956654477,2.0043345523,468.21064256,,
4377148349,2023_2_1_1_0,1,2,2023,4,0,1,0,1,1,0,1,1,0,0,1,1,3,0,0,677.62816425,,
4377148350,2023_2_1_1_0,1,2,2023,2,1,1,0,1,0,0,1,1,0,0,1,1,2,0,0,559.69720455,,
4377148351,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,0,0,0,1,1,3,0,0,220.63132792,,
4377148353,2023_2_1_1_0,1,2,2023,1,1,0,0,0,0,0,1,1,0,0,1,2,3,0,0,314.14772846,,
4377148358,2023_2_1_1_0,1,2,2023,3,1,1,0,1,0,0,2,0,0,0,1,1,2,0,0,267.11943618,,
4377148359,2023_2_1_1_0,1,2,2023,5,0,0,0,1,1,0,2,1,0,0,1,1,3,0,0,677.62816425,,
4377148362,2023_2_1_1_0,1,2,2023,2,1,0,0,0,1,0,1,1,0,0,3,2,3,0,0,526.32104593,,
4377148363,2023_2_1_1_0,1,2,2023,2,1,1,0,1,1,0,2,1,1,1,1,2,3,0,1.0021672761,559.69720455,,
4377148368,2023_2_1_1_0,1,2,2023,4,1,1,0,1,0,0,2,1,0,0,1,2,3,0,0,566.69535154,,
4377148378,2023_2_1_1_0,1,2,2023,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,314.14772846,,
4377148381,2023_2_1_1_0,1,2,2023,3,0,0,0,1,0,0,3,1,0,0,1,1,3,0,0,223.38998108,,
4377148383,2023_2_1_1_0,1,2,2023,1,0,0,0,0,1,0,-3,1,0,0,1,3,1,0,0,1463.9483854,,
4377148384,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,1,1,0,0,1,1,3,0,0,314.14772846,,
4377148387,2023_2_1_1_0,1,2,2023,3,0,0,0,1,0,0,1,1,0,1,1,3,2,0,3.0065018284,1244.7935537,,
4377148388,2023_2_1_1_0,1,2,2023,6,0,0,0,1,0,1,1,1,0,0,1,3,2,0,0,1244.7935537,,
4377148389,2023_2_1_1_0,1,2,2023,1,1,1,0,0,1,0,1,1,0,0,2,2,3,0,0,619.16886858,,
4377148393,2023_2_1_1_0,1,2,2023,3,1,1,0,1,0,0,1,1,0,0,1,1,2,0,0,566.69535154,,
4377148400,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,0,0,0,1,2,3,0,0,220.63132792,,
4377148402,2023_2_1_1_0,1,2,2023,2,1,1,0,1,0,0,2,1,0,0,1,1,3,0,0,220.63132792,,
4377148405,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,1,0,1,4,2,2,0,0,526.32104593,,
4377148406,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,2,1,1,1,1,1,2,0.9978327239,2.0043345523,796.92946189,,
4377148407,2023_2_1_1_0,1,2,2023,4,1,1,0,1,0,0,1,1,0,1,1,1,3,0,0,267.11943618,,
4377148408,2023_2_1_1_0,1,2,2023,2,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0,220.63132792,,
4377148420,2023_2_1_1_0,1,2,2023,2,1,1,0,1,1,1,1,1,1,0,1,2,3,0,0,559.69720455,,
4377148421,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,1,1,0,0,1,2,3,0,0,658.43288535,,
4377148422,2023_2_1_1_0,1,2,2023,4,0,0,0,1,0,0,1,1,0,0,1,1,2,0,0,559.86469157,,
4377148423,2023_2_1_1_0,1,2,2023,2,0,0,0,1,0,0,2,1,0,0,1,1,2,0,0,462.42868778,,
4377148433,2023_2_1_1_0,1,2,2023,2,1,0,0,0,1,0,1,1,1,1,1,2,3,1.9956654477,2.0043345523,462.42868778,,
4377148434,2023_2_1_1_0,1,2,2023,1,1,1,0,1,0,0,1,1,1,0,1,2,3,0,0,259.55270217,,
4377148435,2023_2_1_1_0,1,2,2023,2,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,220.63132792,,
